ClientID,CreditScore,DebtToIncomeRatio,LoanAmount
1,615,0.3830952842249057,13716
2,339,0.38164841686670126,11032
3,382,0.6700553496822357,12040
4,300,0.04508880837894347,6129
5,405,0.176142705200793,22029
6,729,0.5729440206671046,45899
7,572,0.9424440215919453,20303
8,377,0.9407435563819119,26283
9,445,0.6846176928235003,46856
10,572,0.9558219608841159,10014
11,848,0.8886527534335398,22002
12,467,0.2966732707948265,28369
13,609,0.849178666693347,20757
14,823,0.5006279660208762,4363
15,538,0.5478476222133843,24722
16,687,0.6112104239573745,30359
17,584,0.4517603301700951,20881
18,644,0.25659511041464445,32215
19,628,0.19750024369575803,34304
20,563,0.9364344176853772,47777
21,473,0.6890669613162688,28300
22,771,0.1121951415608029,47506
23,622,0.06275416758977215,9483
24,709,0.17889667921810282,3488
25,828,0.4790084172754703,47496
26,672,0.05750894270733753,36862
27,694,0.1832103961664835,31710
28,576,0.4449879765796718,43474
29,322,0.38898175874262186,13262
30,653,0.9044498031369755,44691
31,528,0.9355887597518443,4233
32,794,0.8159353388298353,33345
33,828,0.21843605609942351,32055
34,391,0.8946509357439787,29454
35,402,0.8591730521314256,36415
36,704,0.23022056261908386,27803
37,834,0.733357334324229,46509
38,464,0.7056727908442579,20167
39,528,0.10619768842713118,12639
40,724,0.9223700815365993,25285
41,551,0.30235394341931987,16927
42,381,0.48293629313809106,29222
43,614,0.9312556607868853,47454
44,341,0.791575546229996,8955
45,749,0.9977501383641463,48428
46,411,0.7207013108477794,29322
47,826,0.6443546543352845,43940
48,421,0.7138520265782541,36728
49,328,0.24932796935159707,31257
50,504,0.3117048825468831,29235
51,682,0.28341774206538495,2181
52,843,0.8940051900783652,11504
53,521,0.9167087481691669,37520
54,512,0.5864334108470458,24628
55,380,0.20473664762836652,41982
56,811,0.33867548453114626,35758
57,568,0.30154056186973055,44390
58,555,0.8370005898829873,15996
59,522,0.11414733737030047,16807
60,556,0.06414159835350008,1425
61,557,0.21838631299747224,39391
62,543,0.25120716305546475,34812
63,340,0.47942851976455925,18534
64,310,0.1779758091778233,34463
65,649,0.09617389228229345,1971
66,686,0.40222964805182737,8556
67,794,0.8576321057712101,48073
68,324,0.7712611972053242,38923
69,846,0.6323091161909812,24788
70,427,0.04065823272322122,32830
71,743,0.12176655413530069,5111
72,513,0.530152371715788,7929
73,386,0.6618370861813827,37648
74,839,0.7906385408562073,17700
75,342,0.003481105590796063,2023
76,629,0.5330876386200628,5067
77,724,0.005728742991725211,30645
78,557,0.935140683990578,3766
79,730,0.8120802241328672,32968
80,661,0.6417616262378558,26543
81,363,0.2422420968230634,45064
82,420,0.13243481865302742,44603
83,519,0.6261367776801317,40434
84,809,0.18808464363432975,4370
85,637,0.19757199460240416,14092
86,403,0.6808222104373944,25174
87,599,0.6608611751369509,37062
88,461,0.8576448623250555,40566
89,561,0.30924264100954213,7972
90,340,0.11851178836736265,25104
91,553,0.21596240227486485,10007
92,358,0.5108171181138824,9459
93,475,0.8820637819841455,40694
94,642,0.48897070435256573,30425
95,472,0.7912115222543857,9682
96,715,0.7543073051836713,47383
97,805,0.12856132579348867,39697
98,806,0.9157949802972715,9844
99,590,0.009658723708505845,40495
100,364,0.5817864389383584,29533
101,811,0.1551850197882998,38393
102,628,0.6836716620998897,8045
103,385,0.9702191812857164,2292
104,660,0.25301730434731873,46433
105,592,0.14324189231958018,5971
106,829,0.4826880094281937,48239
107,588,0.5448324157665847,9792
108,719,0.06033427530562174,30081
109,341,0.202469949485373,28832
110,569,0.47214587554144205,13232
111,727,0.645280593094348,21562
112,485,0.9344077884425039,28400
113,398,0.6441945809067489,13529
114,496,0.9402682468659619,28917
115,718,0.1935464086143417,16809
116,848,0.8300087831745543,34929
