ClientID,CreditScore,DebtToIncomeRatio,LoanAmount
1,653,0.5627706793897259,33293
2,461,0.494888308755558,42697
3,466,0.1867080806009349,40440
4,588,0.7135305288509086,44643
5,314,0.8621147211142784,4744
6,436,0.8318202381390792,20611
7,803,0.5786698524356348,19957
8,766,0.862700872361288,29266
9,458,0.0860749200182247,49367
10,691,0.7256141259503427,18615
11,762,0.036774030558135995,19294
12,462,0.9226086461236286,16529
13,367,0.7720017510347845,36684
14,622,0.32494583141810185,14519
15,848,0.2558501892525785,30920
16,505,0.8867448132854311,43265
17,741,0.5969267227652715,2385
18,675,0.21653480359165655,7787
19,549,0.6789832508193575,18670
20,418,0.8744102701965647,47244
21,497,0.019163503548109362,40607
22,635,0.19125156679417266,31075
23,648,0.3928786820443336,29663
24,686,0.11545712495542615,24362
25,667,0.32640872180587044,11764
26,322,0.5840231691988056,44978
27,384,0.5616196723951995,13352
28,603,0.5544936924673064,22689
29,668,0.6698027156961134,21441
30,472,0.7380480126417066,49420
31,588,0.7535712879728239,47311
32,550,0.48129048628822824,19929
33,485,0.44345885496485304,8372
34,331,0.8838507133720621,25499
35,442,0.5143146842794152,24008
36,530,0.0240552069594282,44485
37,467,0.4130511301125285,44776
38,711,0.7630500313272244,29816
39,696,0.19617806718486686,7208
40,669,0.43690459618972344,15734
41,516,0.8834468307867926,3345
42,348,0.1039599701069609,9844
43,446,0.9538868095506832,11776
44,447,0.33366396270373866,19213
45,713,0.7762094741576885,17597
46,635,0.06311763725711039,15695
47,488,0.7622466069399737,45816
48,541,0.7427562724296587,15849
49,469,0.9567433025793015,1075
50,779,0.15595576550155088,8655
51,827,0.7725779578403243,13314
52,763,0.1672360210912317,3480
53,752,0.5508656836659631,29566
54,753,0.9117848215839488,5020
55,444,0.662738661495895,47818
56,668,0.4644212734232481,32672
57,722,0.7234420999918819,4377
58,658,0.8751781480713476,7118
59,769,0.7727641963190554,31805
60,585,0.6447796321390206,12155
61,327,0.07559840478180502,22200
62,832,0.6504314625303905,2357
63,527,0.1644827400119927,33782
64,520,0.5264095294705994,15883
65,416,0.05104173309265614,10369
66,599,0.6532692229955297,44292
67,416,0.5197534668451468,26452
68,487,0.07303585361169873,25780
69,769,0.027770005217519156,29300
70,838,0.20792312439275595,27573
71,305,0.9369758345103287,44223
72,474,0.3205687942621708,17531
73,427,0.8891310231758897,38725
74,502,0.6236638467933227,44092
75,677,0.7611869987507596,48328
76,630,0.4774399378429717,28872
77,571,0.8726198351695041,13350
78,489,0.49849584555510473,23949
79,803,0.5884152188342386,12031
80,509,0.03826818773451479,6189
81,792,0.19214013137182118,24156
82,672,0.31369703325595555,2548
83,507,0.36586051641618844,13544
84,560,0.20708118274872278,1511
85,789,0.18280422640468486,35339
86,702,0.7509030875556247,34787
87,369,0.5984603269883749,15004
88,767,0.18469147692111487,11374
89,556,0.47575405185904085,12843
90,845,0.590504033536663,35149
91,676,0.8511590873983818,3576
92,382,0.20340959614922838,40408
93,717,0.8533492805374124,47072
94,804,0.4066253321026376,9798
95,593,0.2279655106933629,3361
96,539,0.27024598401260225,2710
97,599,0.5015410803273417,32709
98,430,0.05285137537371298,28002
99,333,0.45321905468421486,35856
100,343,0.0692138878332843,42580
101,314,0.852873596177362,2774
102,681,0.2021646678875234,7339
103,839,0.06802888423886377,6763
104,336,0.17340324678911423,16565
105,501,0.28534965223888553,7619
106,662,0.6113942939801011,14235
107,339,0.6180858322778428,4673
108,607,0.5948810039611118,34881
109,770,0.8341193714451366,29392
110,503,0.7871418438996927,9393
111,806,0.606826434725553,19753
112,717,0.3357890447277535,15708
113,732,0.5057074619316566,35867
114,645,0.06228009033218462,15583
115,694,0.5531304102205138,3020
116,413,0.647543580817725,40586
117,609,0.6787596005906057,19115
118,553,0.5977063519637362,45468
119,587,0.5929052019933827,7610
120,678,0.7227280556277366,20917
121,412,0.6891454212945648,4713
122,713,0.8610388431446402,5148
123,439,0.783957521269457,22156
124,785,0.5680280985311094,12861
125,525,0.19066669221377175,3688
126,602,0.8555115825262635,21585
127,518,0.7275660891942152,47246
128,719,0.600889326321127,38336
129,394,0.9296879121758336,30688
130,610,0.23542634969559106,5977
131,792,0.7746117465817622,15502
132,396,0.8205005382140167,16115
133,583,0.7760998967768359,32389
134,424,0.5086473721091803,45783
135,368,0.6727686225989092,47917
136,548,0.46720438457512636,21761
137,424,0.276625470583039,36565
138,650,0.07626299279022741,42424
139,771,0.9434790790993852,31631
140,508,0.4433106698566781,42414
141,520,0.8796994665908755,29767
142,609,0.3987356413514854,22615
143,694,0.3774008006469679,21892
144,754,0.3763823288707907,5859
145,565,0.24112232730247918,18157
146,814,0.3833408939416708,32192
147,456,0.6754780382138516,29388
148,720,0.35941590613981056,21476
149,681,0.7372914585124482,34399
150,434,0.5014401644884933,44963
151,308,0.7949159431311996,7380
152,544,0.076133813301276,16808
153,802,0.5363481585581032,14735
154,587,0.3248927234393437,36105
155,360,0.22564103807847047,49122
156,674,0.25978282818089204,8120
157,565,0.9204027860174238,33339
158,601,0.12566930464642112,9979
159,322,0.1438483924410342,46203
160,509,0.5681516449515106,41194
161,347,0.574187010651468,41977
162,444,0.2864897135952328,49953
163,421,0.46338473625773624,29549
164,466,0.2819179452771513,10030
165,671,0.4179145784568693,22420
166,597,0.9542451592075154,45840
167,737,0.30936975989030213,47266
168,697,0.5040258004938182,49239
169,818,0.13486780175945157,34847
170,531,0.036052243541394136,23314
171,389,0.3489894447464368,33340
172,593,0.28488367249349034,49828
173,335,0.09733544188360443,14387
174,656,0.14540540151879,35848
175,340,0.2814743242096165,47158
176,763,0.9067129443869862,3384
177,452,0.34054399494531196,17309
178,679,0.4202291807890607,49850
179,764,0.9887261248450905,5890
180,451,0.7319710256347041,10667
181,374,0.7067967261341049,11842
182,468,0.3462160850768834,30057
183,384,0.4296928356569154,21307
184,599,0.19999846533386945,37572
185,708,0.14524522532656303,17917
186,383,0.5129412985111114,14832
187,636,0.5024647424523127,39042
188,324,0.219128947818931,7330
189,641,0.9042204092883521,40784
190,511,0.9442425855571105,21521
191,361,0.7445200598968102,3036
192,579,0.8924158888861596,9658
193,328,0.9082310105161674,9498
194,459,0.08154702655610302,6861
195,634,0.4140130909532095,26148
196,455,0.13437863961578134,38712
197,743,0.8593316411350981,24903
198,751,0.2785367462901397,1520
199,342,0.755343713497661,29602
200,304,0.8222708782808656,49239
