ClientID,CreditScore,DebtToIncomeRatio,LoanAmount
1,331,0.32335468219089436,8033
2,578,0.24233380769688384,35181
3,521,0.8506773251006186,40663
4,302,0.18520898389293627,4542
5,402,0.4362464674129619,35100
6,779,0.4832801586371831,17447
7,800,0.9230916139804906,11092
8,537,0.5712280675496992,44274
9,736,0.5067614862467699,47116
10,362,0.5759080372838349,32227
11,322,0.629675328870751,22577
12,715,0.17485805899593143,6819
13,707,0.337402502572659,46176
14,353,0.18759209811368982,34602
15,785,0.6811219849476724,43276
16,433,0.46891611193461347,38725
17,399,0.42723682040118593,2595
18,519,0.13226153663365858,8052
19,577,0.4690596930183696,29566
20,393,0.027031457677036186,19078
21,492,0.37200485928375093,47654
22,813,0.7162933325028733,34600
23,822,0.5999446442006126,43789
24,537,0.5665744285510911,29487
25,829,0.8235802554335788,44679
26,735,0.7123692187644577,20186
27,439,0.9236348170176162,23464
28,551,0.8292737470579257,14708
29,765,0.8815505652538808,35970
30,430,0.5057420005114343,38563
31,656,0.7120063482335351,2523
32,474,0.6320888958348627,15194
33,565,0.860549713233082,43132
34,817,0.8592264965988797,48367
35,820,0.41915598033491086,14542
36,754,0.2270891475333493,42331
37,808,0.2079419881796969,15118
38,450,0.8709735406200759,2096
39,657,0.2271211020099957,3645
40,376,0.389758551601054,17769
41,326,0.7986205834480307,39462
42,686,0.2971674289921037,8617
43,442,0.6889666927851781,14839
44,489,0.60059292774295,16936
45,554,0.4891268476222965,31531
46,805,0.09971027259512966,24312
47,455,0.877350818472505,30987
48,403,0.7216751548786801,37095
49,580,0.973866754186162,4452
50,575,0.5269401768175898,48978
51,441,0.1011572443905897,3025
52,674,0.0032614292678464496,13648
53,684,0.4583413503510213,37982
54,374,0.31131298510292116,23463
55,391,0.8447561683992195,33985
56,550,0.598644022439565,12099
57,583,0.7358239097181866,20022
58,329,0.7844561874180823,46194
59,531,0.38696630602462034,21340
60,496,0.7970200513062755,41339
61,758,0.1519944760894132,9016
62,805,0.8700757682794664,26822
63,639,0.8323628065565366,48108
64,578,0.6061578928068304,29708
65,692,0.12681648064049,13441
66,581,0.5670540215273049,13566
67,333,0.2510486237037982,44721
68,319,0.8904001073935904,25568
69,390,0.05796913330034159,17789
70,406,0.682276535878303,20993
71,400,0.3211770878516359,20152
72,421,0.14827238552950028,38774
73,709,0.30564072334471004,12002
74,839,0.7301500414970507,48436
75,375,0.04757454082750401,1727
76,814,0.6238626282747476,9257
77,307,0.40149906015544357,46417
78,418,0.09153374563275929,13276
79,838,0.9987533342063352,1164
80,313,0.35005537718478397,16119
81,329,0.6270415867714982,37969
82,379,0.651571496768548,26772
83,332,0.6201808938881256,6720
84,759,0.7737937139983095,43982
85,610,0.5390008670255758,11504
86,327,0.38436622854243485,32349
87,707,0.8217625623226531,20442
88,455,0.4687696900996743,27101
89,633,0.4461536128821615,36341
90,464,0.5487060627385889,46861
91,589,0.32331565859663036,32565
92,307,0.3452049529686342,27821
93,701,0.5808912095392583,32504
94,547,0.9518265046665702,4321
95,433,0.6436243110258063,28988
96,573,0.7734928113691408,7797
97,352,0.47413631634485576,10372
98,739,0.8121107618780549,39313
99,623,0.06627996080360976,3269
100,767,0.7639286604764939,45983
101,687,0.6489816874056913,24101
102,641,0.6026110978615692,23212
103,624,0.46478311005298933,20881
104,704,0.007333772403269934,37950
105,769,0.6355791676625018,36287
106,362,0.5366910687863294,48893
107,588,0.8474963180901892,24866
108,328,0.8289434075946525,42949
109,387,0.8322126281665514,36965
110,317,0.4882183860637368,16261
111,450,0.3390109517299028,40237
112,402,0.5605475231588395,21894
113,627,0.3530942786473522,49384
114,613,0.3959326090492047,22473
115,581,0.5154557054239107,39461
116,619,0.7969775352076056,3520
117,331,0.8895558062856419,18764
118,572,0.9563602269143969,4331
119,493,0.9638753597640118,8539
120,644,0.4608619354344541,11932
121,768,0.570475230416385,39555
122,303,0.25712666547453555,38332
123,486,0.9094367288505136,35264
124,395,0.33807329210437187,13743
125,353,0.6273282470023916,2358
126,421,0.27082359931292743,20702
127,555,0.16359659091193413,11683
128,636,0.7734414296030114,21586
129,827,0.9775744276707765,12642
130,581,0.08735574526712331,34054
131,406,0.6028039414643818,29188
132,542,0.8935842134371621,7560
133,554,0.40462855139380904,7975
134,519,0.3469190016736978,32495
135,595,0.5751441973517106,22560
136,709,0.30339026795524915,44088
137,603,0.7064435022982737,8267
138,397,0.3810593344352665,44772
139,745,0.7033592665491827,27349
140,791,0.32826512692591936,22432
141,364,0.6954734907171476,7405
142,403,0.7900059331402289,25719
143,546,0.7773819003407437,33133
144,626,0.7066718779662957,43328
145,387,0.07987769758392971,48845
146,571,0.7889323618261939,31893
147,704,0.270627826917737,31704
148,410,0.6677394445050292,25985
149,394,0.18682041773617286,8391
150,541,0.18976666074620963,36105
151,823,0.8275423489906896,17203
152,657,0.5147512398669845,22205
153,514,0.3563633005016318,29475
154,510,0.8663945605198599,34932
155,540,0.5179244466923644,37426
156,815,0.8396754408861598,15673
157,530,0.4533098608325812,21729
158,549,0.5479862000354986,26131
159,822,0.01323833005674735,10735
160,628,0.28058533284706577,22176
161,569,0.8281295893878576,19961
162,773,0.36429681699747096,17729
163,582,0.39536916095121066,24650
164,353,0.9400755857379766,24472
165,313,0.08096065658514606,37212
166,816,0.4910736745812715,36921
167,452,0.005835487343888501,35977
168,744,0.4255202811371702,12061
169,557,0.7328832296022633,13953
170,543,0.8910990991490957,23246
171,838,0.6590722875714733,7211
172,601,0.14501856854924222,48471
173,589,0.6987192415047895,1829
174,794,0.5153339318662696,44742
175,775,0.8972729101519448,32320
176,562,0.9816471192706531,31009
177,811,0.10850935117253102,45445
178,421,0.44154156525495414,37900
179,693,0.3450967138059736,45136
180,695,0.6027488185824917,11968
181,444,0.0989091079227673,9221
182,817,0.39110492577945355,37365
183,776,0.6018547491389806,9589
184,650,0.8548122836623504,47594
185,400,0.30852084430278304,20470
186,650,0.33562267721534367,26457
187,586,0.6101452136983453,7487
188,743,0.18400123752905728,8760
189,477,0.6993469218803069,42854
190,679,0.23403728628385045,4864
191,649,0.24487086134213565,40135
192,802,0.7804280134485709,24723
193,844,0.8726725065218951,3190
194,340,0.18462088185118142,13579
195,757,0.7320478040069859,36862
196,833,0.4901901360247699,44219
197,839,0.5337253820990345,28852
198,635,0.44230221609913556,48387
199,721,0.9875726055789895,46836
200,395,0.7787808722793365,30203
