ClientID,CreditScore,DebtToIncomeRatio,LoanAmount
1,538,0.2896924460371748,19578
2,697,0.15348105582782479,21726
3,380,0.5520121452983899,17848
4,672,0.536380684546025,48594
5,515,0.8264802688031526,42172
6,771,0.35586278676621796,24659
7,797,0.32631923074730107,37451
8,634,0.6043604067890338,33592
9,834,0.23052978817753023,13890
10,605,0.10323890405963032,41473
11,425,0.8416476918121667,22139
12,332,0.4909591214873994,24716
13,576,0.5056045593144345,16718
14,337,0.007221988409150115,41006
15,352,0.8638415001962148,49147
16,407,0.9516999375659536,17939
17,460,0.8600592751710127,33613
18,456,0.4170013863914763,31014
19,422,0.19273705351917703,14679
20,834,0.7142097115447505,46906
21,529,0.48762860252402684,9079
22,799,0.1511114258402313,22127
23,794,0.6993274827359812,30854
24,734,0.32912338061804813,33299
25,555,0.4260245826722665,26859
26,336,0.12703758997867265,14240
27,485,0.5373675507482462,28773
28,446,0.1751045839461004,41483
29,758,0.5664982551748041,6309
30,477,0.9969113346755166,36600
31,500,0.9208923828001155,16552
32,330,0.5770075305769977,13165
33,330,0.8924299368091745,7651
34,470,0.8093991751699606,16092
35,314,0.027638447609739658,31836
36,773,0.826646142654852,4434
37,507,0.9925931890081848,32019
38,583,0.38106453720693745,26140
39,823,0.975632244147631,28266
40,662,0.19765408749001312,23394
41,392,0.04637511313876497,3705
42,326,0.683100347767615,14721
43,460,0.01706843473036257,22588
44,663,0.04193064218711806,13847
45,466,0.7369409017992217,45708
46,698,0.9108338700910981,40806
47,629,0.5724748617288721,27329
48,633,0.6161557281118577,38602
49,564,0.3554472298611081,49894
50,442,0.07822834627128217,39420
51,834,0.9513877519402265,46467
52,459,0.7471595856628285,49961
53,481,0.14598550978989355,19145
54,431,0.04468996289042426,28520
55,662,0.1594406541781359,5712
56,695,0.036928965131267866,2084
57,728,0.8841898944143048,2560
58,523,0.7660176386344054,11242
59,635,0.896756759165219,14883
60,368,0.6522596161836925,5889
61,626,0.1964519220320573,15555
62,592,0.022813825095149398,31335
63,773,0.7786481083109514,35180
64,848,0.059867259227338154,13922
65,796,0.7966613139848782,12358
66,467,0.675319473298509,24606
67,736,0.169702492667005,14829
68,628,0.904729724445719,17022
69,665,0.3900605645879862,26549
70,304,0.8237261657165323,46976
71,754,0.8157782090308475,38267
72,769,0.4200322170951142,49819
73,816,0.702457865293364,10343
74,525,0.857577687164059,6239
75,801,0.5407465221442168,1002
76,748,0.7588917492619698,48500
77,686,0.2779975182255151,42776
78,571,0.8186772360310284,25088
79,397,0.7421874808231068,37569
80,532,0.5976141884484124,14124
81,399,0.5264579966146175,43777
82,455,0.2054999100877195,13038
83,510,0.3635844735244338,9325
84,719,0.7913522872847043,24474
85,535,0.8818472851844086,1696
86,683,0.5254245615345782,5805
87,688,0.02697153795445728,35345
88,681,0.5961694215010975,43092
89,684,0.6360490107905108,5348
90,431,0.6121631258096766,15401
91,769,0.22436975653685265,10558
92,787,0.7942648008405112,14406
93,673,0.9093689720300474,47625
94,746,0.230986164465809,21890
95,792,0.8488073138702386,35262
96,375,0.4070188373891642,8130
97,738,0.7537595059351262,18037
98,730,0.4532832976215714,48490
99,590,0.009157078776568461,15669
100,704,0.05607156382745526,5044
101,452,0.7090558494329681,47364
102,597,0.15645038137044287,7834
103,368,0.34229327820576005,37642
104,457,0.5411428505047243,34062
105,347,0.013246695258600782,13784
106,827,0.5403741052433413,47728
107,736,0.1464213739194582,40473
108,592,0.16743161440940102,48186
109,741,0.8643603238270076,19368
110,321,0.44928967065984415,17513
111,847,0.9155031588803297,15427
112,482,0.49278565485559966,19649
113,324,0.0315166850804981,14510
114,427,0.8817725411051622,48551
115,590,0.9314597364195106,37963
116,335,0.9394533870602605,8102
117,366,0.21692788623958292,47360
118,362,0.3219184158499956,37566
119,456,0.7034692894374525,29250
120,498,0.02852919342194471,27615
121,811,0.6913062880202927,20414
122,576,0.9835700668721131,2787
123,464,0.5581793404103466,27634
124,777,0.8066613614615022,41245
125,330,0.2623008325040834,36206
126,568,0.7128377885610633,4727
127,614,0.6862014093044121,43691
128,630,0.7224283204274337,17525
129,747,0.7229737054250023,8598
130,738,0.4155473449191678,19334
131,374,0.21999232815226177,41460
132,811,0.5350028141538448,40797
133,480,0.16387019342067355,1055
134,453,0.08816158105368,16418
135,357,0.80990396463646,40471
136,357,0.08391955851096078,32800
137,469,0.6316263571911914,5527
138,531,0.0338704061550561,19115
139,350,0.2736462702812922,49892
140,635,0.7355376149288144,16578
